#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	KEGG/ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline	Best-hit-rice-name	rice-symbol	rice-defline
31517165	Spipo23G0019500	Spipo23G0019500	Spipo23G0019500	PF02544	PTHR10556,PTHR10556:SF28	KOG1639	1.3.1.8		GO:0016627,GO:0016021,GO:0006629,GO:0005737	AT3G55360.1	ATTSC13,CER10,ECR,TSC13	3-oxo-5-alpha-steroid 4-dehydrogenase family protein	LOC_Os01g05670.1		3-oxo-5-alpha-steroid 4-dehydrogenase, putative, expressed
31516842	Spipo23G0019600	Spipo23G0019600	Spipo23G0019600	PF08488,PF13947,PF00069	PTHR27005	KOG1187	2.7.11.1		GO:0016021,GO:0004674,GO:0030247,GO:0006468,GO:0005524,GO:0004672	AT1G21270.1	WAK2	wall-associated kinase 2	LOC_Os04g51040.1		OsWAK50 - OsWAK receptor-like protein kinase, expressed
31517121	Spipo23G0019700	Spipo23G0019700	Spipo23G0019700	PF02544	PTHR10556,PTHR10556:SF28	KOG1639	1.3.1.93,1.3.1.38	K10258	GO:0016627,GO:0016021,GO:0006629,GO:0005737	AT3G55360.1	ATTSC13,CER10,ECR,TSC13	3-oxo-5-alpha-steroid 4-dehydrogenase family protein	LOC_Os01g05670.1		3-oxo-5-alpha-steroid 4-dehydrogenase, putative, expressed
31516862	Spipo23G0019800	Spipo23G0019800	Spipo23G0019800		PTHR37731					AT3G09430.1			LOC_Os07g49510.1		expressed protein
31517106	Spipo23G0019900	Spipo23G0019900	Spipo23G0019900	PF12796	PTHR24128,PTHR24128:SF14	KOG4412				AT2G28840.1	XBAT31	XB3 ortholog 1 in Arabidopsis thaliana	LOC_Os05g02130.1		ankyrin repeat domain-containing protein 28, putative, expressed
31516797	Spipo23G0020000	Spipo23G0020000	Spipo23G0020000	PF01158	PTHR10114	KOG3452		K02920	GO:0006412,GO:0005840,GO:0005622,GO:0003735	AT5G02450.1		Ribosomal protein L36e family protein	LOC_Os01g62350.1		60S ribosomal protein L36-2, putative, expressed
31517144	Spipo23G0020100	Spipo23G0020100	Spipo23G0020100	PF07649	PTHR13871,PTHR13871:SF51		2.7.11.1,2.7.10.2		GO:0055114,GO:0047134	AT2G16050.1		Cysteine/Histidine-rich C1 domain family protein	LOC_Os12g40470.1		DC1 domain-containing protein, putative, expressed
31516837	Spipo23G0020200	Spipo23G0020200	Spipo23G0020200	PF04564,PF00514	PTHR23315,PTHR23315:SF122		6.3.2.19		GO:0016567,GO:0004842,GO:0005515	AT3G46510.1	ATPUB13,PUB13	plant U-box 13	LOC_Os03g16824.1		spotted leaf 11, putative, expressed
31516910	Spipo23G0020300	Spipo23G0020300	Spipo23G0020300	PF02701	PTHR31992,PTHR31992:SF18				GO:0006355,GO:0003677	AT3G55370.2	OBP3	OBF-binding protein 3	LOC_Os03g16850.1		dof zinc finger domain containing protein, putative, expressed
31517154	Spipo23G0020400	Spipo23G0020400	Spipo23G0020400	PF00012	PTHR19375,PTHR19375:SF232			K03283		AT5G02490.1		Heat shock protein 70 (Hsp 70) family protein	LOC_Os11g47760.1		DnaK family protein, putative, expressed
31516880	Spipo23G0020500	Spipo23G0020500	Spipo23G0020500	PF00012	PTHR19375,PTHR19375:SF232			K03283		AT5G02500.1	AT-HSC70-1,HSC70,HSC70-1,HSP70-1	heat shock cognate protein 70-1	LOC_Os11g47760.4		DnaK family protein, putative, expressed
31517020	Spipo23G0020600	Spipo23G0020600	Spipo23G0020600	PF00012	PTHR19375,PTHR19375:SF232			K03283		AT5G02500.1	AT-HSC70-1,HSC70,HSC70-1,HSP70-1	heat shock cognate protein 70-1	LOC_Os11g47760.1		DnaK family protein, putative, expressed
31516974	Spipo23G0020700	Spipo23G0020700	Spipo23G0020700	PF02485	PTHR19297,PTHR19297:SF112	KOG0799		K00771	GO:0016020,GO:0008375	AT2G37585.1		Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein	LOC_Os03g16890.1		N-acetylglucosaminyltransferase, putative, expressed
31517192	Spipo23G0020800	Spipo23G0020800	Spipo23G0020800		PTHR34054,PTHR34054:SF3					AT5G59350.1			LOC_Os11g47730.1		expressed protein
31517093	Spipo23G0020900	Spipo23G0020900	Spipo23G0020900		PTHR33981,PTHR33981:SF3					AT2G37570.1	SLT1	HSP20-like chaperones superfamily protein	LOC_Os01g05790.1		SLT1 protein, putative, expressed
31516933	Spipo23G0021000	Spipo23G0021000	Spipo23G0021000	PF00012	PTHR19375,PTHR19375:SF232			K03283		AT5G02500.1	AT-HSC70-1,HSC70,HSC70-1,HSP70-1	heat shock cognate protein 70-1	LOC_Os11g47760.1		DnaK family protein, putative, expressed
31516895	Spipo23G0021100	Spipo23G0021100	Spipo23G0021100	PF02096	PTHR12428,PTHR12428:SF19	KOG1239		K03217	GO:0051205,GO:0016021	AT2G28800.1	ALB3	63 kDa inner membrane family protein	LOC_Os01g05800.1		inner membrane protein, putative, expressed
31517021	Spipo23G0021200	Spipo23G0021200	Spipo23G0021200	PF00314	PTHR31048,PTHR31048:SF7					AT2G28790.1		Pathogenesis-related thaumatin superfamily protein	LOC_Os01g62260.1		thaumatin, putative, expressed
31516893	Spipo23G0021300	Spipo23G0021300	Spipo23G0021300	PF12681	PTHR21366,PTHR21366:SF11					AT1G07645.1	ATDSI-1VOC,DSI-1VOC	dessication-induced 1VOC superfamily protein	LOC_Os03g16940.1		glyoxalase family protein, putative, expressed
31517113	Spipo23G0021400	Spipo23G0021400	Spipo23G0021400	PF04535	PTHR11615,PTHR11615:SF138					AT3G55390.1		Uncharacterised protein family (UPF0497)	LOC_Os12g38100.1		membrane associated DUF588 domain containing protein, putative, expressed
31516985	Spipo23G0021500	Spipo23G0021500	Spipo23G0021500	PF00650	PTHR10174,PTHR10174:SF100					AT3G46450.2		SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein	LOC_Os03g60610.3		SEC14 cytosolic factor family protein, putative, expressed
31516833	Spipo23G0021600	Spipo23G0021600	Spipo23G0021600	PF01073	PTHR10366,PTHR10366:SF323		4.1.1.35	K08678	GO:0055114,GO:0016616,GO:0006694,GO:0003854	AT2G28760.3	UXS6	UDP-XYL synthase 6	LOC_Os03g16980.2		NAD dependent epimerase/dehydratase family domain containing protein, expressed
31516881	Spipo23G0021700	Spipo23G0021700	Spipo23G0021700	PF01019	PTHR11686,PTHR11686:SF29		3.4.19.13,2.3.2.2	K18592	GO:0006749,GO:0003840	AT4G29210.1	GGT3,GGT4	gamma-glutamyl transpeptidase 4	LOC_Os01g05820.1		gamma-glutamyltranspeptidase 1 precursor, putative, expressed
31516949	Spipo23G0021800	Spipo23G0021800	Spipo23G0021800		PTHR34565					AT5G59613.2			LOC_Os03g40920.1		expressed protein
31516808	Spipo23G0021900	Spipo23G0021900	Spipo23G0021900	PF01842	PTHR31096,PTHR31096:SF4		2.7.7.59		GO:0016597,GO:0008152	AT2G39570.1		ACT domain-containing protein	LOC_Os05g02220.3		ACT domain containing protein, expressed
31517049	Spipo23G0022000	Spipo23G0022000	Spipo23G0022000							AT3G12590.1					
31517179	Spipo23G0022100	Spipo23G0022100	Spipo23G0022100		PTHR34958,PTHR34958:SF1					AT3G12590.1			LOC_Os01g74310.1		expressed protein
31516874	Spipo23G0022200	Spipo23G0022200	Spipo23G0022200							AT5G59960.1			LOC_Os01g05830.1		expressed protein
31517102	Spipo23G0022300	Spipo23G0022300	Spipo23G0022300	PF13865,PF00076	PTHR19965,PTHR19965:SF29	KOG0533		K12881	GO:0003676	AT5G59950.5		RNA-binding (RRM/RBD/RNP motifs) family protein	LOC_Os03g17010.1		RNA recognition motif containing protein, putative, expressed
31516899	Spipo23G0022400	Spipo23G0022400	Spipo23G0022400	PF10650	PTHR21563	KOG4839				AT2G39580.1			LOC_Os12g37890.1		expressed protein
31516807	Spipo23G0022500	Spipo23G0022500	Spipo23G0022500		PTHR21563					AT2G39580.1			LOC_Os12g37890.1		expressed protein
31516928	Spipo23G0022600	Spipo23G0022600	Spipo23G0022600	PF01412	PTHR23180,PTHR23180:SF293	KOG0704		K12492	GO:0005096	AT2G37550.1	AGD7,ASP1	ARF-GAP domain 7	LOC_Os03g17020.2		GTPase-activating protein, putative, expressed
31516997	Spipo23G0022700	Spipo23G0022700	Spipo23G0022700	PF04762	PTHR12747			K11373		AT5G13680.1	ABO1,ELO2	IKI3 family protein	LOC_Os07g37640.1		IKI3 family protein, expressed
31517111	Spipo23G0022800	Spipo23G0022800	Spipo23G0022800	PF00106	PTHR24320,PTHR24320:SF81	KOG1208	1.1.1.330		GO:0016491,GO:0008152	AT2G37540.1		NAD(P)-binding Rossmann-fold superfamily protein	LOC_Os01g05840.2		oxidoreductase, short chain dehydrogenase/reductase family domain containing family, expressed
31516888	Spipo23G0022900	Spipo23G0022900	Spipo23G0022900		PTHR34658					AT2G37530.1			LOC_Os01g05850.1		expressed protein
31517168	Spipo23G0023000	Spipo23G0023000	Spipo23G0023000	PF05978	PTHR19444,PTHR19444:SF13	KOG3097				AT3G09470.2		Major facilitator superfamily protein	LOC_Os12g37939.1		unc-93 homolog A, putative, expressed
31516855	Spipo23G0023100	Spipo23G0023100	Spipo23G0023100	PF00125	PTHR23428	KOG1744		K11252	GO:0003677,GO:0000786	AT2G28720.1		Histone superfamily protein	LOC_Os03g17084.1		Core histone H2A/H2B/H3/H4 domain containing protein, putative, expressed
31516800	Spipo23G0023200	Spipo23G0023200	Spipo23G0023200	PF17098	PTHR15217,PTHR15217:SF0				GO:0048024,GO:0005634	AT3G54170.1	ATFIP37,FIP37	FKBP12 interacting protein 37	LOC_Os06g27970.1		FKBP12-interacting protein of 37 kDa, putative, expressed
31517061	Spipo23G0023300	Spipo23G0023300	Spipo23G0023300	PF14432,PF13812,PF12854,PF13041	PTHR24015					AT5G59900.1		Pentatricopeptide repeat (PPR) superfamily protein	LOC_Os01g06000.1		PPR repeat containing protein, expressed
31517146	Spipo23G0023400	Spipo23G0023400	Spipo23G0023400	PF00241	PTHR11913,PTHR11913:SF30	KOG1735		K05765	GO:0005622,GO:0003779,GO:0030042,GO:0015629	AT5G59890.1	ADF4,ATADF4	actin depolymerizing factor 4	LOC_Os02g44470.1		actin-depolymerizing factor, putative, expressed
31516967	Spipo23G0023500	Spipo23G0023500	Spipo23G0023500	PF16135	PTHR24098,PTHR24098:SF12		2.3.1.48			AT2G37520.1		Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger domain	LOC_Os06g01170.1		PHD-finger domain containing protein, expressed
31517055	Spipo23G0023600	Spipo23G0023600	Spipo23G0023600		PTHR34952					AT3G53670.2			LOC_Os05g02260.1		expressed protein
31517075	Spipo23G0023700	Spipo23G0023700	Spipo23G0023700	PF00125,PF16211	PTHR23430	KOG1756		K11251	GO:0003677	AT5G02560.1	HTA12	histone H2A 12	LOC_Os05g02300.1		Core histone H2A/H2B/H3/H4 domain containing protein, putative, expressed
31516804	Spipo23G0023800	Spipo23G0023800	Spipo23G0023800		PTHR13871,PTHR13871:SF33					AT2G16050.1		Cysteine/Histidine-rich C1 domain family protein	LOC_Os08g31280.1		DC1, putative, expressed
31517090	Spipo23G0023900	Spipo23G0023900	Spipo23G0023900	PF03107,PF07649	PTHR13871,PTHR13871:SF51				GO:0055114,GO:0047134	AT2G16050.1		Cysteine/Histidine-rich C1 domain family protein	LOC_Os12g40470.1		DC1 domain-containing protein, putative, expressed
31516796	Spipo23G0024000	Spipo23G0024000	Spipo23G0024000	PF00025	PTHR24073,PTHR24073:SF541	KOG0078		K07901	GO:0005525	AT3G53610.2	ATRAB8,AtRab8B,AtRABE1a,RAB8	RAB GTPase homolog 8	LOC_Os07g13530.1		ras-related protein, putative, expressed
31517100	Spipo23G0024100	Spipo23G0024100	Spipo23G0024100	PF16078,PF16870,PF00676,PF02779	PTHR23152,PTHR23152:SF8		1.2.4.2	K00164	GO:0016624,GO:0008152,GO:0055114,GO:0030976,GO:0006099,GO:0004591	AT5G65750.1		2-oxoglutarate dehydrogenase, E1 component	LOC_Os07g49520.1		2-oxoglutarate dehydrogenase E1 component, mitochondrial precursor, putative, expressed
31516853	Spipo23G0024200	Spipo23G0024200	Spipo23G0024200	PF13912	PTHR26374,PTHR26374:SF162					AT2G28200.1		C2H2-type zinc finger family protein	LOC_Os03g17150.1		ZOS3-09 - C2H2 zinc finger protein, expressed
31517006	Spipo23G0024300	Spipo23G0024300	Spipo23G0024300	PF03226	PTHR13848					AT2G40110.1		Yippee family putative zinc-binding protein	LOC_Os03g49150.1		yippee zinc-binding protein, putative, expressed
31516934	Spipo23G0024400	Spipo23G0024400	Spipo23G0024400	PF04827	PTHR22930,PTHR22930:SF45	KOG4585			GO:0016788	AT3G55350.1		PIF / Ping-Pong family of plant transposases	LOC_Os11g47650.1		trp repressor/replication initiator, putative, expressed
31517044	Spipo23G0024500	Spipo23G0024500	Spipo23G0024500	PF13912	PTHR26374					AT3G53600.1		C2H2-type zinc finger family protein	LOC_Os05g38620.1		ZOS5-10 - C2H2 zinc finger protein, expressed
31516883	Spipo23G0024600	Spipo23G0024600	Spipo23G0024600												
31517128	Spipo23G0024700	Spipo23G0024700	Spipo23G0024700	PF06136	PTHR31083,PTHR31083:SF4					AT5G59790.1		Domain of unknown function (DUF966)	LOC_Os01g62200.1		domain of unknown function DUF966 domain containing protein, expressed
31516857	Spipo23G0024800	Spipo23G0024800	Spipo23G0024800	PF00098,PF00076	PTHR24012,PTHR24012:SF386	KOG0131,KOG4210		K11294	GO:0008270,GO:0003676	AT3G55340.1	PHIP1	phragmoplastin interacting protein 1	LOC_Os05g02400.1		RNA recognition motif containing protein, expressed
31516917	Spipo23G0024900	Spipo23G0024900	Spipo23G0024900	PF01678	PTHR31689,PTHR31689:SF0		5.1.1.7	K01778	GO:0009089,GO:0008837	AT3G53580.1		diaminopimelate epimerase family protein	LOC_Os12g37960.2		diaminopimelate epimerase, chloroplast precursor, putative, expressed
31517082	Spipo23G0025000	Spipo23G0025000	Spipo23G0025000	PF00230	PTHR19139,PTHR19139:SF55	KOG0223		K09873	GO:0016020,GO:0006810,GO:0005215	AT4G01470.1	ATTIP1.3,GAMMA-TIP3,TIP1;3	tonoplast intrinsic protein 1;3	LOC_Os01g74450.1		aquaporin protein, putative, expressed
31517180	Spipo23G0025100	Spipo23G0025100	Spipo23G0025100	PF07795	PTHR33431					AT2G28690.1		Protein of unknown function (DUF1635)	LOC_Os05g02450.2		expressed protein
31516891	Spipo23G0025200	Spipo23G0025200	Spipo23G0025200	PF13812,PF13041	PTHR24015,PTHR24015:SF404					AT5G42450.1		Pentatricopeptide repeat (PPR) superfamily protein	LOC_Os01g62220.1		pentatricopeptide, putative, expressed
31517104	Spipo23G0025300	Spipo23G0025300	Spipo23G0025300	PF00005,PF00664,PF03164	PTHR13027,PTHR13027:SF7		3.6.3.44	K05658	GO:0016887,GO:0005524,GO:0055085,GO:0042626,GO:0016021,GO:0006810	AT3G55320.1	PGP20	P-glycoprotein  20	LOC_Os01g74470.1		ABC transporter, ATP-binding protein, putative, expressed
31517026	Spipo23G0025400	Spipo23G0025400	Spipo23G0025400	PF01789	PTHR31407,PTHR31407:SF4			K02717	GO:0019898,GO:0015979,GO:0009654,GO:0009523,GO:0005509	AT3G55330.1	PPL1	PsbP-like protein 1	LOC_Os10g32400.2		PsbP, putative, expressed
31517063	Spipo23G0025500	Spipo23G0025500	Spipo23G0025500	PF00276,PF03939	PTHR11620,PTHR11620:SF14	KOG1751		K02893	GO:0006412,GO:0005840,GO:0003735	AT3G55280.2	RPL23AB	ribosomal protein L23AB	LOC_Os01g24690.1		60S ribosomal protein L23A, putative, expressed
31517127	Spipo23G0025600	Spipo23G0025600	Spipo23G0025600	PF11443	PTHR31373,PTHR31373:SF0					AT5G43400.1		Uncharacterised conserved protein UCP015417,  vWA	LOC_Os09g32370.1		gp176, putative, expressed
31517143	Spipo23G0025700	Spipo23G0025700	Spipo23G0025700	PF11443	PTHR31373,PTHR31373:SF0					AT5G13210.1		Uncharacterised conserved protein UCP015417,  vWA	LOC_Os09g32370.1		gp176, putative, expressed
31517068	Spipo23G0025800	Spipo23G0025800	Spipo23G0025800	PF08449	PTHR10778,PTHR10778:SF13	KOG1581		K15276	GO:0055085	AT5G59740.1		UDP-N-acetylglucosamine (UAA) transporter family	LOC_Os05g02490.1		transporter family protein, putative, expressed
31516992	Spipo23G0025900	Spipo23G0025900	Spipo23G0025900	PF13646,PF00069	PTHR22983,PTHR22983:SF6	KOG0583,KOG0598	2.7.11.1	K06228	GO:0006468,GO:0005524,GO:0004672	AT1G50240.2	FU	Protein kinase family protein with ARM repeat domain	LOC_Os12g24550.1		expressed protein
31517065	Spipo23G0026000	Spipo23G0026000	Spipo23G0026000	PF00098,PF00076	PTHR23147,PTHR23147:SF1			K12896	GO:0008270,GO:0003676	AT2G37340.1	ATRSZ33,RSZ33	arginine/serine-rich zinc knuckle-containing protein 33	LOC_Os05g02880.1		splicing factor, arginine/serine-rich 7, putative, expressed
31517117	Spipo23G0026100	Spipo23G0026100	Spipo23G0026100	PF00782	PTHR10159,PTHR10159:SF359	KOG1718	3.1.3.48		GO:0008138,GO:0006470	AT3G55270.1	ATMKP1,MKP1	mitogen-activated protein kinase phosphatase 1	LOC_Os05g02500.1		dual specificity protein phosphatase, putative, expressed
31516825	Spipo23G0026200	Spipo23G0026200	Spipo23G0026200	PF14845,PF00728	PTHR22600,PTHR22600:SF16		3.2.1.52	K12373	GO:0005975,GO:0004553	AT3G55260.1	ATHEX2,HEXO1	beta-hexosaminidase 1	LOC_Os05g02510.1		beta-hexosaminidase precursor, putative, expressed
31517156	Spipo23G0026300	Spipo23G0026300	Spipo23G0026300	PF01535,PF12854,PF13041	PTHR24015,PTHR24015:SF380					AT1G05670.1		Pentatricopeptide repeat (PPR-like) superfamily protein	LOC_Os07g32900.1		PPR repeat containing protein, expressed
31517005	Spipo23G0026400	Spipo23G0026400	Spipo23G0026400	PF01740,PF00916	PTHR11814,PTHR11814:SF55			K18059	GO:0016021,GO:0015116,GO:0008272,GO:0055085,GO:0016020,GO:0008271	AT5G13550.1	SULTR4;1	sulfate transporter 4.1	LOC_Os09g06499.1		sulfate transporter 4.1, chloroplast precursor, putative, expressed
31516966	Spipo23G0026500	Spipo23G0026500	Spipo23G0026500	PF13410,PF13417	PTHR11260,PTHR11260:SF171	KOG1422	1.8.5.1		GO:0005515	AT1G75270.1	DHAR2	dehydroascorbate reductase 2	LOC_Os05g02530.1		glutathione S-transferase, N-terminal domain containing protein, expressed
31517042	Spipo23G0026600	Spipo23G0026600	Spipo23G0026600		PTHR26312,PTHR26312:SF76					AT2G37400.1		Tetratricopeptide repeat (TPR)-like superfamily protein	LOC_Os05g08930.1		chloroplast lumen common family protein, putative, expressed
31516811	Spipo23G0026700	Spipo23G0026700	Spipo23G0026700	PF14383,PF12552,PF14309	PTHR21726,PTHR21726:SF49					AT3G53540.1			LOC_Os03g17210.1		expressed protein
31516863	Spipo23G0026800	Spipo23G0026800	Spipo23G0026800	PF00403	PTHR22814,PTHR22814:SF16	KOG1603			GO:0046872,GO:0030001	AT2G37390.1		Chloroplast-targeted copper chaperone protein	LOC_Os03g60480.1		heavy metal-associated domain containing protein, expressed
31516830	Spipo23G0026900	Spipo23G0026900	Spipo23G0026900	PF12695	PTHR11614,PTHR11614:SF92	KOG1455	2.3.1.22			AT2G39420.1		alpha/beta-Hydrolases superfamily protein	LOC_Os12g16180.1		lipase, putative, expressed
31516835	Spipo23G0027000	Spipo23G0027000	Spipo23G0027000	PF12695	PTHR11614,PTHR11614:SF92	KOG1455	2.3.1.22			AT2G39420.1		alpha/beta-Hydrolases superfamily protein	LOC_Os12g16180.1		lipase, putative, expressed
31516921	Spipo23G0027100	Spipo23G0027100	Spipo23G0027100												
31516809	Spipo23G0027200	Spipo23G0027200	Spipo23G0027200	PF03081	PTHR12542,PTHR12542:SF17			K07195	GO:0006887,GO:0000145	AT2G39380.1	ATEXO70H2,EXO70H2	exocyst subunit exo70 family protein H2	LOC_Os08g35470.1		exo70 exocyst complex subunit, putative, expressed
31517097	Spipo23G0027300	Spipo23G0027300	Spipo23G0027300	PF13962,PF12796	PTHR24177,PTHR24177:SF10	KOG4412				AT3G12360.1	ITN1	Ankyrin repeat family protein	LOC_Os03g17240.1		ankyrin repeat-containing protein, putative, expressed
31516854	Spipo23G0027400	Spipo23G0027400	Spipo23G0027400	PF13962,PF12796	PTHR24186,PTHR24186:SF4	KOG4412				AT1G07710.1		Ankyrin repeat family protein	LOC_Os03g17250.1		ankyrin repeat-containing protein, putative, expressed
31516960	Spipo23G0027500	Spipo23G0027500	Spipo23G0027500	PF09743	PTHR31057,PTHR31057:SF0					AT3G46220.1			LOC_Os05g02650.1		expressed protein
31517170	Spipo23G0027600	Spipo23G0027600	Spipo23G0027600	PF11069	PTHR13238								LOC_Os05g02970.1		expressed protein
31517109	Spipo23G0027700	Spipo23G0027700	Spipo23G0027700		PTHR33312,PTHR33312:SF2					AT2G39370.1			LOC_Os01g61980.1		expressed protein
31516783	Spipo23G0027800	Spipo23G0027800	Spipo23G0027800		PTHR34121,PTHR34121:SF1					AT5G13560.1			LOC_Os05g06980.1		expressed protein
31517141	Spipo23G0027900	Spipo23G0027900	Spipo23G0027900		PTHR34121,PTHR34121:SF1					AT5G13560.1			LOC_Os03g17270.2		expressed protein
31517145	Spipo23G0028000	Spipo23G0028000	Spipo23G0028000	PF00690,PF00702,PF00689,PF00122	PTHR24093,PTHR24093:SF289		3.6.3.8	K01537	GO:0046872,GO:0000166	AT1G07810.1	ACA3,ATECA1,ECA1	ER-type Ca2+-ATPase 1	LOC_Os03g17310.1		calcium-transporting ATPase, endoplasmic reticulum-type, putative, expressed
31516944	Spipo23G0028100	Spipo23G0028100	Spipo23G0028100	PF02985,PF00069,PF00400	PTHR17583		2.7.11.1	K08333	GO:0005515,GO:0006468,GO:0005524,GO:0004672	AT4G29380.1		protein kinase family protein / WD-40 repeat family protein	LOC_Os02g55340.1		WD domain and HEAT domain containing protein, putative, expressed
31517194	Spipo23G0028200	Spipo23G0028200	Spipo23G0028200		PTHR36355					AT2G42110.1			LOC_Os03g03630.1		expressed protein
31516915	Spipo23G0028300	Spipo23G0028300	Spipo23G0028300	PF00005,PF01061	PTHR19241,PTHR19241:SF180		3.6.3.29		GO:0016887,GO:0005524,GO:0016020	AT2G37360.1		ABC-2 type transporter family protein	LOC_Os03g17350.1		white-brown complex homolog protein, putative, expressed
31516860	Spipo23G0028400	Spipo23G0028400	Spipo23G0028400		PTHR14154,PTHR14154:SF15					AT3G12345.1			LOC_Os06g28950.1		expressed protein
31517048	Spipo23G0028500	Spipo23G0028500	Spipo23G0028500	PF10075	PTHR12436,PTHR12436:SF20	KOG1861				AT2G39340.1		SAC3/GANP/Nin1/mts3/eIF-3 p25 family	LOC_Os05g38730.1		SAC3/GANP family protein, putative, expressed
31517001	Spipo23G0028600	Spipo23G0028600	Spipo23G0028600	PF15511	PTHR10484	KOG3467		K11254		AT5G59690.1		Histone superfamily protein	LOC_Os04g49420.1		Core histone H2A/H2B/H3/H4 domain containing protein, putative, expressed
31517150	Spipo23G0028700	Spipo23G0028700	Spipo23G0028700	PF00098,PF00076	PTHR23147			K12896	GO:0008270,GO:0003676	AT2G37340.1	ATRSZ33,RSZ33	arginine/serine-rich zinc knuckle-containing protein 33	LOC_Os03g17710.2		splicing factor, arginine/serine-rich, putative, expressed
31516962	Spipo23G0028800	Spipo23G0028800	Spipo23G0028800	PF02162						AT5G17650.1		glycine/proline-rich protein			
31516839	Spipo23G0028900	Spipo23G0028900	Spipo23G0028900	PF01876	PTHR13031	KOG2363	3.1.26.5	K03539	GO:0008033,GO:0004540	AT5G59980.2		Polymerase/histidinol phosphatase-like	LOC_Os12g01060.1		RNase P subunit p30, putative, expressed
31516983	Spipo23G0029000	Spipo23G0029000	Spipo23G0029000	PF06203	PTHR31319				GO:0005515	AT5G41380.1		CCT motif family protein	LOC_Os01g61900.1		CCT motif family protein, expressed
31517158	Spipo23G0029100	Spipo23G0029100	Spipo23G0029100												
31517091	Spipo23G0029200	Spipo23G0029200	Spipo23G0029200		PTHR13052,PTHR13052:SF0				GO:0031011	AT3G45830.1			LOC_Os05g02680.1		nuclear factor related to kappa-B-binding protein, related, putative, expressed
31516931	Spipo23G0029300	Spipo23G0029300	Spipo23G0029300	PF00225	PTHR24115,PTHR24115:SF515		3.6.4.4	K10398	GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871	AT3G45850.2		P-loop containing nucleoside triphosphate hydrolases superfamily protein	LOC_Os05g02670.1		kinesin motor domain containing protein, putative, expressed
31517095	Spipo23G0029400	Spipo23G0029400	Spipo23G0029400	PF07714,PF13426	PTHR24351,PTHR24351:SF29	KOG0610	2.7.11.1	K08282	GO:0006468,GO:0004672	AT3G45780.1	JK224,NPH1,PHOT1,RPT1	phototropin 1	LOC_Os12g01140.1		AGC_PVPK_like_kin82y.2 - ACG kinases include homologs to PKA, PKG and PKC, expressed
31517184	Spipo23G0029500	Spipo23G0029500	Spipo23G0029500		PTHR31060,PTHR31060:SF12					AT5G60050.1		BTB/POZ domain-containing protein	LOC_Os04g49060.1		H-BTB3 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with H family conserved sequence, expressed
31517153	Spipo23G0029600	Spipo23G0029600	Spipo23G0029600	PF03741	PTHR30238,PTHR30238:SF0				GO:0016021	AT5G12130.1	ATTERC,PDE149	integral membrane TerC family protein	LOC_Os05g03000.2		inner membrane protein alx, putative, expressed
31516927	Spipo23G0029700	Spipo23G0029700	Spipo23G0029700		PTHR12381			K18732		AT5G02770.1			LOC_Os03g17490.1		expressed protein
31516865	Spipo23G0029800	Spipo23G0029800	Spipo23G0029800	PF00481	PTHR13832,PTHR13832:SF358	KOG0700	3.1.3.16	K01102	GO:0003824,GO:0006470,GO:0004722	AT3G12620.1		Protein phosphatase 2C family protein	LOC_Os06g50380.1		protein phosphatase 2C, putative, expressed
31517115	Spipo23G0029900	Spipo23G0029900	Spipo23G0029900	PF05000,PF04983,PF00623,PF04997,PF04998	PTHR19376,PTHR19376:SF32		2.7.7.6	K03018	GO:0006351,GO:0003899,GO:0003677	AT5G60040.1	NRPC1	nuclear RNA polymerase C1	LOC_Os04g41490.1		DNA-directed RNA polymerase III subunit RPC1, putative, expressed
31517064	Spipo23G0030000	Spipo23G0030000	Spipo23G0030000		PTHR33701,PTHR33701:SF2					AT2G37300.2			LOC_Os03g17500.1		expressed protein
31517204	Spipo23G0030100	Spipo23G0030100	Spipo23G0030100							AT5G60030.1					
31516779	Spipo23G0030200	Spipo23G0030200	Spipo23G0030200	PF07714	PTHR27001,PTHR27001:SF211	KOG1187	2.7.11.1	K04733	GO:0006468,GO:0004672	AT5G18610.2		Protein kinase superfamily protein	LOC_Os07g49470.1		protein kinase APK1B, chloroplast precursor, putative, expressed
31517188	Spipo23G0030300	Spipo23G0030300	Spipo23G0030300	PF03106	PTHR31221,PTHR31221:SF27				GO:0043565,GO:0006355,GO:0003700	AT2G37260.1	ATWRKY44,DSL1,TTG2,WRKY44	WRKY family transcription factor family protein	LOC_Os04g39570.1		WRKY35, expressed
31516861	Spipo23G0030400	Spipo23G0030400	Spipo23G0030400	PF10483	PTHR16184	KOG4723			GO:0033588	AT4G10090.1	ELP6	elongator protein 6	LOC_Os03g17560.1		expressed protein
31517009	Spipo23G0030500	Spipo23G0030500	Spipo23G0030500	PF09127,PF01433	PTHR11533,PTHR11533:SF174		3.3.2.6	K01254	GO:0019370,GO:0008270,GO:0008237,GO:0006508	AT5G13520.1		peptidase M1 family protein	LOC_Os03g60460.1		aminopeptidase, putative, expressed
