#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	KEGG/ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline
16812078	29883.t000046	29883.m001991	29883.m001991	PF00436	PTHR10302,PTHR10302:SF0				GO:0003697,GO:0006260	AT1G47720.1	OSB1	Primosome PriB/single-strand DNA-binding
16812079	29883.t000047	29883.m001992	29883.m001992	PF02309	PTHR31734,PTHR31734:SF11			K14484	GO:0006355,GO:0005634	AT5G43700.1	ATAUX2-11,IAA4	AUX/IAA transcriptional regulator family protein
16812080	29883.t000048	29883.m001993	29883.m001993	PF02309	PTHR31734,PTHR31734:SF37			K14484	GO:0006355,GO:0005634	AT4G14550.1	IAA14,SLR	indole-3-acetic acid inducible 14
16812081	29883.t000049	29883.m001994	29883.m001994	PF00485	PTHR10285,PTHR10285:SF81	KOG2702	2.7.1.48		GO:0016301,GO:0008152,GO:0005524	AT1G03030.1		P-loop containing nucleoside triphosphate hydrolases superfamily protein
16812082	29883.t000050	29883.m001995	29883.m001995	PF12937	PTHR24006	KOG1947			GO:0005515	AT3G54650.1	FBL17	RNI-like superfamily protein
16812083	29883.t000051	29883.m001996	29883.m001996	PF01764	PTHR31403,PTHR31403:SF7	KOG4569	3.1.1.32		GO:0006629	AT2G30550.2		alpha/beta-Hydrolases superfamily protein
16812084	29883.t000052	29883.m001997	29883.m001997									
16812085	29883.t000053	29883.m001998	29883.m001998		PTHR18359			K14553		AT5G14050.1		Transducin/WD40 repeat-like superfamily protein
16812086	29883.t000054	29883.m001999	29883.m001999	PF00070,PF02852	PTHR22912,PTHR22912:SF135		1.8.1.7	K00383	GO:0055114,GO:0016491,GO:0045454	AT3G54660.1	ATGR2,EMB2360,GR	glutathione reductase
16812087	29883.t000055	29883.m002000	29883.m002000	PF03876,PF08292	PTHR12709,PTHR12709:SF1	KOG3297	2.7.7.6	K03022	GO:0006351,GO:0003899	AT1G06790.1		RNA polymerase Rpb7 N-terminal domain-containing protein
16812088	29883.t000056	29883.m002001	29883.m002001	PF07123	PTHR34552			K02721	GO:0015979,GO:0009523,GO:0009507	AT2G30570.1	PSBW	photosystem II reaction center W
16812089	29883.t000057	29883.m002002	29883.m002002	PF01501	PTHR32116,PTHR32116:SF0		2.4.1.43	K13648	GO:0016757,GO:0047262	AT1G06780.1	GAUT6	galacturonosyltransferase 6
16812090	29883.t000058	29883.m002003	29883.m002003		PTHR13890,PTHR13890:SF8	KOG2662		K16075		AT5G64560.1	ATMGT9,MGT9,MRS2-2	magnesium transporter 9
16812091	29883.t000059	29883.m002004	29883.m002004	PF00097	PTHR10825,PTHR10825:SF28	KOG2660		K16277	GO:0046872	AT2G30580.1	DRIP2	DREB2A-interacting protein 2
16812092	29883.t000060	29883.m002005	29883.m002005	PF03208	PTHR19317,PTHR19317:SF13	KOG3142				AT1G55190.1	PRA1.F2,PRA7	PRA1 (Prenylated rab acceptor) family protein
16812093	29883.t000061	29883.m002006	29883.m002006	PF01490	PTHR22950,PTHR22950:SF279	KOG1303				AT1G08230.2	ATGAT1,GAT1	Transmembrane amino acid transporter family protein
16812094	29883.t000062	29883.m002007	29883.m002007	PF05486	PTHR12834,PTHR12834:SF12	KOG3465		K03109	GO:0048500,GO:0045900,GO:0008312,GO:0006614	AT3G49100.1		Signal recognition particle, SRP9/SRP14 subunit
16812095	29883.t000063	29883.m002008	29883.m002008	PF10533,PF03106	PTHR31282,PTHR31282:SF12				GO:0043565,GO:0006355,GO:0003700	AT2G30590.1	WRKY21	WRKY DNA-binding protein 21
16812096	29883.t000064	29883.m002009	29883.m002009	PF00203	PTHR11880,PTHR11880:SF10	KOG0898		K02958	GO:0006412,GO:0005840,GO:0003735	AT5G09500.1		Ribosomal protein S19 family protein
16812097	29883.t000065	29883.m002010	29883.m002010	PF00538	PTHR11467,PTHR11467:SF54			K11275	GO:0006334,GO:0005634,GO:0003677,GO:0000786	AT2G30620.2		winged-helix DNA-binding transcription factor family protein
16812098	29883.t000066	29883.m002011	29883.m002011	PF06414	PTHR31153,PTHR31153:SF3		2.7.1.176		GO:0016301,GO:0005524	AT2G30630.1		P-loop containing nucleoside triphosphate hydrolases superfamily protein
16812099	29883.t000067	29883.m002012	29883.m002012	PF12854,PF13041	PTHR24015					AT3G22470.1		Pentatricopeptide repeat (PPR) superfamily protein
16812100	29883.t000068	29883.m002013	29883.m002013	PF00294	PTHR10584,PTHR10584:SF184	KOG2855	2.7.1.4			AT1G06730.1		pfkB-like carbohydrate kinase family protein
16812101	29883.t000069	29883.m002014	29883.m002014	PF01656	PTHR23264,PTHR23264:SF31	KOG3022		K03593		AT4G19540.1	INDL	IND1(iron-sulfur protein required for NADH dehydrogenase)-like
16812102	29883.t000070	29883.m002015	29883.m002015	PF00067	PTHR24296,PTHR24296:SF11	KOG0157		K13407	GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT3G48520.1	CYP94B3	cytochrome P450, family 94, subfamily B, polypeptide 3
16812103	29883.t000071	29883.m002016	29883.m002016	PF04576	PTHR31448,PTHR31448:SF13					AT2G30690.1		Protein of unknown function, DUF593
16812104	29883.t000072	29883.m002017	29883.m002017	PF00067	PTHR24296,PTHR24296:SF11	KOG0157		K13407	GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT3G48520.1	CYP94B3	cytochrome P450, family 94, subfamily B, polypeptide 3
16812105	29883.t000073	29883.m002018	29883.m002018	PF00280	PTHR33091,PTHR33091:SF14				GO:0009611,GO:0004867	AT5G43580.1		Serine protease inhibitor, potato inhibitor I-type family protein
16812106	29883.t000074	29883.m002019	29883.m002019	PF00280	PTHR33091,PTHR33091:SF14				GO:0009611,GO:0004867	AT2G38870.1		Serine protease inhibitor, potato inhibitor I-type family protein
16812107	29883.t000075	29883.m002020	29883.m002020	PF00280	PTHR33091,PTHR33091:SF14				GO:0009611,GO:0004867	AT2G38870.1		Serine protease inhibitor, potato inhibitor I-type family protein
16812108	29883.t000076	29883.m002021	29883.m002021									
16812109	29883.t000077	29883.m002022	29883.m002022	PF05486	PTHR12834,PTHR12834:SF12	KOG3465		K03109	GO:0048500,GO:0045900,GO:0008312,GO:0006614	AT3G49100.1		Signal recognition particle, SRP9/SRP14 subunit
16812110	29883.t000078	29883.m002023	29883.m002023	PF00010,PF14215	PTHR11514,PTHR11514:SF53				GO:0046983	AT4G16430.1		basic helix-loop-helix (bHLH) DNA-binding superfamily protein
16812111	29883.t000079	29883.m002024	29883.m002024		PTHR33592					AT2G31345.1		
16812112	29883.t000080	29883.m002025	29883.m002025		PTHR33592							
16812113	29883.t000081	29883.m002026	29883.m002026		PTHR33592							
16812114	29883.t000082	29883.m002027	29883.m002027	PF00646,PF01344	PTHR24412,PTHR24412:SF213				GO:0005515	AT4G03030.1		Galactose oxidase/kelch repeat superfamily protein
16812115	29883.t000083	29883.m002028	29883.m002028		PTHR10797,PTHR10797:SF14		3.1.13.4	K12581		AT1G80780.3		Polynucleotidyl transferase, ribonuclease H-like superfamily protein
16812116	29883.t000084	29883.m002029	29883.m002029	PF02736,PF00612,PF00063	PTHR13140,PTHR13140:SF390		3.6.4.1	K10357	GO:0016459,GO:0005524,GO:0003774,GO:0005515	AT3G58160.1	ATMYOS3,ATXIJ,MYA3,XI-16,XIJ	P-loop containing nucleoside triphosphate hydrolases superfamily protein
16812117	29883.t000085	29883.m002030	29883.m002030	PF13912	PTHR26374					AT2G42410.1	ATZFP11,ZFP11	zinc finger protein 11
16812118	29883.t000086	29883.m002031	29883.m002031		PTHR26374,PTHR26374:SF211					AT4G17810.1		C2H2 and C2HC zinc fingers superfamily protein
16812119	29883.t000087	29883.m002032	29883.m002032		PTHR12791,PTHR12791:SF34	KOG3385		K08504		AT3G58170.1	ATBET11,ATBS14A,BET11,BS14A	BET1P/SFT1P-like protein 14A
16812120	29883.t000088	29883.m002033	29883.m002033	PF13646	PTHR12697	KOG0567	1.14.99.29	K06072		AT3G58180.1		ARM repeat superfamily protein
16812121	29883.t000089	29883.m002034	29883.m002034	PF00533,PF05406,PF08063,PF02877,PF00645,PF00644	PTHR10459,PTHR10459:SF60	KOG1037	2.4.2.30	K10798	GO:0005634,GO:0003950,GO:0006471,GO:0008270,GO:0003677	AT2G31320.1	ATPARP2,PARP2	poly(ADP-ribose) polymerase 2
16812122	29883.t000090	29883.m002035	29883.m002035	PF03195	PTHR31529,PTHR31529:SF10					AT2G42430.1	ASL18,LBD16	lateral organ boundaries-domain 16
16812123	29883.t000091	29883.m002036	29883.m002036	PF02358,PF00982	PTHR10788,PTHR10788:SF14		2.4.1.15,3.1.3.12	K16055	GO:0005992,GO:0003824	AT1G23870.1	ATTPS9,TPS9	trehalose-phosphatase/synthase 9
16812124	29883.t000092	29883.m002037	29883.m002037		PTHR13833,PTHR13833:SF42					AT1G70280.2		NHL domain-containing protein
16812125	29883.t000093	29883.m002038	29883.m002038	PF01436	PTHR13833,PTHR13833:SF46				GO:0005515	AT1G23890.2		NHL domain-containing protein
16812126	29883.t000094	29883.m002039	29883.m002039	PF02883,PF01602	PTHR22780,PTHR22780:SF27			K12391	GO:0030131,GO:0016192,GO:0006886,GO:0030117	AT1G60070.1		Adaptor protein complex AP-1, gamma subunit
16812127	29883.t000095	29883.m002040	29883.m002040									
16812128	29883.t000096	29883.m002041	29883.m002041	PF13639	PTHR14155,PTHR14155:SF128	KOG1493			GO:0008270,GO:0005515	AT5G40250.1		RING/U-box superfamily protein
16812129	29883.t000097	29883.m002042	29883.m002042		PTHR33124					AT1G23965.1		
16812130	29883.t000098	29883.m002043	29883.m002043	PF07973,PF02824,PF03129,PF00587	PTHR11451,PTHR11451:SF5		6.1.1.3	K01868	GO:0043039,GO:0016876,GO:0005524,GO:0006418,GO:0004812,GO:0000166	AT5G26830.1		Threonyl-tRNA synthetase
16812131	29883.t000099	29883.m002044	29883.m002044		PTHR33592					AT2G31345.1		
16812132	29883.t000100	29883.m002045	29883.m002045	PF14215	PTHR13902,PTHR13902:SF23					AT1G60060.1		Serine/threonine-protein kinase WNK (With No Lysine)-related
16812133	29884.t000001	29884.m000180	29884.m000180	PF00702,PF00122	PTHR24093,PTHR24093:SF257		3.6.3.6	K01535	GO:0046872,GO:0000166	AT1G17260.1	AHA10	autoinhibited H(+)-ATPase isoform 10
16812134	29884.t000003	29884.m000182	29884.m000182	PF01764	PTHR21493,PTHR21493:SF131	KOG4569	3.1.1.3		GO:0006629	AT3G14360.1		alpha/beta-Hydrolases superfamily protein
16812135	29884.t000004	29884.m000183	29884.m000183	PF01764	PTHR21493,PTHR21493:SF131	KOG4569	3.1.1.3		GO:0006629	AT3G14360.1		alpha/beta-Hydrolases superfamily protein
16812136	29884.t000005	29884.m000184	29884.m000184	PF08263,PF07714	PTHR27001,PTHR27001:SF81	KOG1187	2.7.11.1		GO:0006468,GO:0004672	AT1G53730.1	SRF6	STRUBBELIG-receptor family 6
16812137	29884.t000006	29884.m000185	29884.m000185	PF07724	PTHR23073		3.4.25.1	K03061	GO:0005524	AT1G53750.1	RPT1A	regulatory particle triple-A 1A
16812138	29884.t000007	29884.m000186	29884.m000186	PF08512,PF00557,PF08644,PF14826	PTHR13980					AT4G10710.1	SPT16	global transcription factor C
16812139	29884.t000008	29884.m000187	29884.m000187	PF10173	PTHR28062,PTHR28062:SF1	KOG4539				AT1G53760.1		
16812140	29884.t000009	29884.m000188	29884.m000188	PF10250	PTHR13398		2.4.1.221	K03691		AT1G17270.1		O-fucosyltransferase family protein
16812141	29885.t000001	29885.m000137	29885.m000137	PF00168,PF08372	PTHR10024,PTHR10024:SF253				GO:0005515	AT1G04150.1		C2 calcium/lipid-binding plant phosphoribosyltransferase family protein
16812142	29885.t000002	29885.m000138	29885.m000138	PF00294	PTHR10584,PTHR10584:SF190	KOG2947,KOG2855	2.7.1.184			AT4G28706.3		pfkB-like carbohydrate kinase family protein
16812143	29885.t000003	29885.m000139	29885.m000139	PF07714	PTHR27001,PTHR27001:SF10	KOG1187	2.7.11.1		GO:0006468,GO:0004672	AT2G20300.1	ALE2	Protein kinase superfamily protein
16812144	29885.t000004	29885.m000140	29885.m000140	PF00400	PTHR22838				GO:0005515	AT5G43920.1		transducin family protein / WD-40 repeat family protein
16812145	29885.t000005	29885.m000141	29885.m000141	PF00400	PTHR22874,PTHR22874:SF4			K17985	GO:0005515	AT1G04140.2		Transducin family protein / WD-40 repeat family protein
16812146	29885.t000006	29885.m000142	29885.m000142	PF05899	PTHR33271,PTHR33271:SF3					AT3G04300.1		RmlC-like cupins superfamily protein
16812147	29885.t000007	29885.m000143	29885.m000143							AT3G22970.1		Protein of unknown function (DUF506) 
16812148	29885.t000008	29885.m000144	29885.m000144	PF08240,PF00107	PTHR11695,PTHR11695:SF269		1.2.1.1,1.1.1.1,1.1.1.284	K00121	GO:0055114,GO:0016491,GO:0008270	AT5G43940.1	ADH2,ATGSNOR1,GSNOR,HOT5,PAR2	GroES-like zinc-binding dehydrogenase family protein
16812149	29885.t000009	29885.m000145	29885.m000145		PTHR33443,PTHR33443:SF4					AT4G28690.1		
16812150	29887.t000001	29887.m000229	29887.m000229	PF13639	PTHR14155,PTHR14155:SF144				GO:0008270,GO:0005515	AT5G17600.1		RING/U-box superfamily protein
16812151	29887.t000002	29887.m000230	29887.m000230		PTHR34054,PTHR34054:SF3					AT5G59350.1		
16812152	29887.t000003	29887.m000231	29887.m000231									
16812153	29887.t000004	29887.m000232	29887.m000232	PF00432	PTHR11774,PTHR11774:SF4	KOG0367	2.5.1.59	K11713	GO:0003824	AT2G39550.1	ATGGT-IB,GGB,PGGT-I	Prenyltransferase family protein
16812154	29887.t000005	29887.m000233	29887.m000233		PTHR37375,PTHR37375:SF1					AT3G04020.1		
16812155	29887.t000006	29887.m000234	29887.m000234	PF00012	PTHR19375,PTHR19375:SF232			K03283		AT5G02500.1	AT-HSC70-1,HSC70,HSC70-1,HSP70-1	heat shock cognate protein 70-1
16812156	29887.t000007	29887.m000235	29887.m000235									
16812157	29887.t000008	29887.m000236	29887.m000236	PF02362	PTHR31391				GO:0003677	AT3G18990.1	REM39,VRN1	AP2/B3-like transcriptional factor family protein
16812158	29887.t000009	29887.m000237	29887.m000237	PF02362	PTHR31920,PTHR31920:SF16				GO:0003677	AT3G18990.1	REM39,VRN1	AP2/B3-like transcriptional factor family protein
16812159	29887.t000010	29887.m000238	29887.m000238	PF02362	PTHR31674,PTHR31674:SF1				GO:0003677	AT4G31690.1		Transcriptional factor B3 family protein
16812160	29887.t000011	29887.m000239	29887.m000239	PF00067	PTHR24298,PTHR24298:SF57	KOG0156			GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT1G13110.1	CYP71B7	cytochrome P450, family 71 subfamily B, polypeptide 7
16812161	29887.t000012	29887.m000240	29887.m000240	PF00067	PTHR24298,PTHR24298:SF57	KOG0156			GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT5G25180.1	CYP71B14	cytochrome P450, family 71, subfamily B, polypeptide 14
16812162	29887.t000013	29887.m000241	29887.m000241	PF00067	PTHR24298,PTHR24298:SF57	KOG0156			GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT3G26280.1	CYP71B4	cytochrome P450, family 71, subfamily B, polypeptide 4
16812163	29887.t000014	29887.m000242	29887.m000242									
16812164	29887.t000015	29887.m000243	29887.m000243	PF02362	PTHR31920,PTHR31920:SF16				GO:0003677	AT3G18990.1	REM39,VRN1	AP2/B3-like transcriptional factor family protein
16812165	29887.t000016	29887.m000244	29887.m000244									
16812166	29888.t000001	29888.m000312	29888.m000312	PF13456						ATMG00310.1		RNA-directed DNA polymerase (reverse transcriptase)-related family protein
16812167	29888.t000002	29888.m000313	29888.m000313									
16812168	29888.t000003	29888.m000314	29888.m000314									
16812169	29888.t000004	29888.m000315	29888.m000315	PF14617	PTHR24030					AT2G43110.1		
16812170	29888.t000005	29888.m000316	29888.m000316	PF03171	PTHR10869,PTHR10869:SF42		1.14.11.2	K00472	GO:0055114,GO:0016491	AT2G43080.1	AT-P4H-1	P4H isoform 1
16812171	29888.t000006	29888.m000317	29888.m000317									
16812172	29888.t000007	29888.m000318	29888.m000318	PF05004	PTHR12354,PTHR12354:SF1	KOG2842				AT1G27760.3	ATSAT32,SAT32	interferon-related developmental regulator family protein / IFRD protein family
16812173	29888.t000008	29888.m000319	29888.m000319	PF00400	PTHR22839	KOG1407		K12880	GO:0005515	AT5G56130.1	AtTEX1,TEX1,THO3	Transducin/WD40 repeat-like superfamily protein
16812174	29888.t000009	29888.m000320	29888.m000320	PF02225,PF04258	PTHR12174,PTHR12174:SF36		3.4.11.6,3.4.11.10	K09597	GO:0016021,GO:0004190	AT2G43070.1	ATSPPL3,SPPL3	SIGNAL PEPTIDE PEPTIDASE-LIKE 3
16812175	29888.t000010	29888.m000321	29888.m000321	PF14368	PTHR33122,PTHR33122:SF5					AT5G48490.1		Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
16812176	29888.t000011	29888.m000322	29888.m000322	PF14368	PTHR33122,PTHR33122:SF5					AT5G48490.1		Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
16812177	29888.t000012	29888.m000323	29888.m000323	PF13456	PTHR33033					AT5G38920.1		Polynucleotidyl transferase, ribonuclease H-like superfamily protein
16812178	29888.t000013	29888.m000324	29888.m000324									
16812179	29888.t000014	29888.m000325	29888.m000325	PF00201	PTHR11926,PTHR11926:SF298				GO:0016758,GO:0008152	AT5G12890.1		UDP-Glycosyltransferase superfamily protein
16812180	29888.t000015	29888.m000326	29888.m000326									
16812181	29888.t000017	29888.m000328	29888.m000328	PF00201	PTHR11926,PTHR11926:SF298				GO:0016758,GO:0008152	AT5G12890.1		UDP-Glycosyltransferase superfamily protein
16812182	29888.t000018	29888.m000329	29888.m000329									
16812183	29889.t000001	29889.m003235	29889.m003235	PF00407	PTHR31213,PTHR31213:SF14				GO:0009607,GO:0006952	AT1G24020.1	MLP423	MLP-like protein 423
16812184	29889.t000002	29889.m003236	29889.m003236	PF00407	PTHR31213,PTHR31213:SF14				GO:0009607,GO:0006952	AT1G24020.2	MLP423	MLP-like protein 423
16812185	29889.t000003	29889.m003237	29889.m003237	PF00407	PTHR31213,PTHR31213:SF14				GO:0009607,GO:0006952	AT1G24020.1	MLP423	MLP-like protein 423
16812186	29889.t000004	29889.m003238	29889.m003238	PF00407	PTHR31213,PTHR31213:SF14				GO:0009607,GO:0006952			
16812187	29889.t000006	29889.m003240	29889.m003240	PF00407	PTHR31213,PTHR31213:SF14				GO:0009607,GO:0006952	AT1G24020.2	MLP423	MLP-like protein 423
16812188	29889.t000007	29889.m003241	29889.m003241	PF00407	PTHR31213,PTHR31213:SF14				GO:0009607,GO:0006952	AT5G28010.1		Polyketide cyclase/dehydrase and lipid transport superfamily protein
16812189	29889.t000008	29889.m003242	29889.m003242	PF00407	PTHR31213,PTHR31213:SF14				GO:0009607,GO:0006952	AT1G24020.1	MLP423	MLP-like protein 423
16812190	29889.t000009	29889.m003243	29889.m003243	PF05623	PTHR31343,PTHR31343:SF2					AT4G16100.1		Protein of unknown function (DUF789)
16812191	29889.t000010	29889.m003244	29889.m003244	PF05605,PF14571	PTHR31875,PTHR31875:SF6					AT5G49230.1	HRB1	Drought-responsive family protein
16812192	29889.t000011	29889.m003245	29889.m003245	PF00249,PF00072	PTHR26402,PTHR26402:SF617			K14491	GO:0000160	AT3G16857.2	ARR1,RR1	response regulator 1
16812193	29889.t000012	29889.m003246	29889.m003246	PF04833	PTHR31052,PTHR31052:SF3				GO:0031225,GO:0016049,GO:0010215	AT4G16120.1	ATSEB1,COBL7,SEB1	COBRA-like protein-7 precursor
16812194	29889.t000013	29889.m003247	29889.m003247		PTHR35487,PTHR35487:SF1							
16812195	29889.t000014	29889.m003248	29889.m003248	PF00320	PTHR10071,PTHR10071:SF203				GO:0043565,GO:0008270,GO:0006355,GO:0003700	AT3G06740.1	GATA15	GATA transcription factor 15
16812196	29889.t000015	29889.m003249	29889.m003249	PF16186,PF01749,PF00514	PTHR23316,PTHR23316:SF22				GO:0008565,GO:0006606,GO:0005737,GO:0005634,GO:0005515	AT4G16143.2	IMPA-2	importin alpha isoform 2
16812197	29889.t000016	29889.m003250	29889.m003250		PTHR23155,PTHR23155:SF580					AT3G14460.1		LRR and NB-ARC domains-containing disease resistance protein
16812198	29889.t000017	29889.m003251	29889.m003251									
16812199	29889.t000018	29889.m003252	29889.m003252									
16812200	29889.t000019	29889.m003253	29889.m003253	PF06749	PTHR31769,PTHR31769:SF2					AT5G49320.1		Protein of unknown function (DUF1218)
16812201	29889.t000020	29889.m003254	29889.m003254									
16812202	29889.t000021	29889.m003255	29889.m003255	PF04434,PF03101,PF10551	PTHR31669,PTHR31669:SF40				GO:0008270,GO:0006355	AT1G10240.1	FRS11	FAR1-related sequence 11
16812203	29889.t000022	29889.m003256	29889.m003256	PF12023	PTHR33193					AT5G11970.1		Protein of unknown function (DUF3511)
16812204	29889.t000023	29889.m003257	29889.m003257	PF14383,PF14309	PTHR21726,PTHR21726:SF29					AT3G58650.1		
16812205	29889.t000024	29889.m003258	29889.m003258	PF00249	PTHR10641,PTHR10641:SF595	KOG0048		K09422		AT5G49330.1	ATMYB111,MYB111,PFG3	myb domain protein 111
16812206	29889.t000025	29889.m003259	29889.m003259	PF08969,PF01398	PTHR12947,PTHR12947:SF4	KOG2880	3.4.19.12	K11866	GO:0005515	AT4G16144.1	AMSH3	associated molecule with the SH3 domain of STAM 3
16812207	29889.t000026	29889.m003260	29889.m003260	PF14416,PF13839	PTHR32285,PTHR32285:SF55					AT5G49340.1	TBL4	TRICHOME BIREFRINGENCE-LIKE 4
16812208	29889.t000027	29889.m003261	29889.m003261		PTHR34366,PTHR34366:SF2					AT5G49350.1		Glycine-rich protein family
16812209	29889.t000028	29889.m003262	29889.m003262	PF13041	PTHR24015,PTHR24015:SF760					AT3G16890.1	PPR40	pentatricopeptide (PPR) domain protein 40
16812210	29889.t000029	29889.m003263	29889.m003263		PTHR32487,PTHR32487:SF5		1.3.1.99			AT4G24220.1	AWI31,VEP1	NAD(P)-binding Rossmann-fold superfamily protein
16812211	29889.t000030	29889.m003264	29889.m003264	PF04667	PTHR34804,PTHR34804:SF1	KOG4076				AT4G16146.1		cAMP-regulated phosphoprotein 19-related protein
16812212	29889.t000031	29889.m003265	29889.m003265	PF14310,PF00933,PF01915	PTHR30620,PTHR30620:SF50		3.2.1.55,3.2.1.37		GO:0005975,GO:0004553	AT5G49360.1	ATBXL1,BXL1	beta-xylosidase 1
16812213	29889.t000032	29889.m003266	29889.m003266	PF13193,PF00501	PTHR24095,PTHR24095:SF169		6.2.1.1,6.2.1.2		GO:0008152,GO:0003824	AT3G16910.1	AAE7,ACN1	acyl-activating enzyme 7
16812214	29889.t000033	29889.m003267	29889.m003267	PF13193,PF00501	PTHR24095,PTHR24095:SF169		6.2.1.1,6.2.1.2		GO:0008152,GO:0003824	AT3G16910.1	AAE7,ACN1	acyl-activating enzyme 7
16812215	29889.t000034	29889.m003268	29889.m003268	PF00182	PTHR22595,PTHR22595:SF42	KOG4742			GO:0016998,GO:0006032,GO:0004568	AT3G16920.1	ATCTL2,CTL2	chitinase-like protein 2
16812216	29889.t000035	29889.m003269	29889.m003269	PF01833,PF13637,PF00612,PF03859	PTHR23335,PTHR23335:SF3				GO:0005515,GO:0005634,GO:0003677	AT4G16150.1		calmodulin binding;transcription regulators
16812217	29889.t000036	29889.m003270	29889.m003270	PF08477	PTHR11711,PTHR11711:SF170	KOG0077		K07953	GO:0007264,GO:0005525	AT4G02080.1	ASAR1,ATSAR2,ATSARA1C,SAR2	secretion-associated RAS super family 2
16812218	29889.t000037	29889.m003271	29889.m003271	PF01779	PTHR12884	KOG3504		K02905	GO:0006412,GO:0005840,GO:0005622,GO:0003735	AT3G06680.1		Ribosomal L29e protein family
16812219	29889.t000038	29889.m003272	29889.m003272	PF01134,PF00070,PF02852	PTHR22912,PTHR22912:SF165		1.8.1.4	K00382	GO:0050660,GO:0008033,GO:0055114,GO:0016491,GO:0045454	AT3G16950.1	LPD1,ptlpd1	lipoamide dehydrogenase 1
16812220	29889.t000039	29889.m003273	29889.m003273	PF04802	PTHR23318,PTHR23318:SF0	KOG2175		K17491		AT3G06670.1		binding
16812221	29889.t000040	29889.m003274	29889.m003274	PF02466	PTHR15371,PTHR15371:SF1					AT4G16160.2	ATOEP16-2,ATOEP16-S	Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein
16812222	29889.t000041	29889.m003275	29889.m003275	PF13917	PTHR13491					AT5G49400.1		zinc knuckle (CCHC-type) family protein
16812223	29889.t000042	29889.m003276	29889.m003276	PF01096,PF02150	PTHR11239,PTHR11239:SF15	KOG2691	2.7.7.6	K03017	GO:0008270,GO:0006351,GO:0003676,GO:0003899,GO:0003677	AT3G16980.1	NRPB9A,NRPD9A,NRPE9A	RNA polymerases M/15 Kd subunit
16812224	29889.t000043	29889.m003277	29889.m003277	PF00400	PTHR16266			K11797	GO:0005515	AT5G49430.1		WD40/YVTN repeat-like-containing domain;Bromodomain
16812225	29889.t000044	29889.m003278	29889.m003278	PF00170	PTHR22952,PTHR22952:SF154				GO:0043565,GO:0006355,GO:0003700	AT5G49450.1	AtbZIP1,bZIP1	basic leucine-zipper 1
16812226	29889.t000045	29889.m003279	29889.m003279	PF03070	PTHR20858,PTHR20858:SF18					AT3G16990.1		Haem oxygenase-like, multi-helical
16812227	29889.t000046	29889.m003280	29889.m003280	PF03059	PTHR32266,PTHR32266:SF12		2.5.1.43	K05953	GO:0030418,GO:0030410	AT1G56430.1	ATNAS4,NAS4	nicotianamine synthase 4
16812228	29889.t000047	29889.m003281	29889.m003281	PF03514	PTHR31636,PTHR31636:SF6					AT3G03450.1	RGL2	RGA-like 2
16812229	29889.t000048	29889.m003282	29889.m003282	PF03514	PTHR31636,PTHR31636:SF6					AT3G03450.1	RGL2	RGA-like 2
16812230	29889.t000049	29889.m003283	29889.m003283	PF00179	PTHR24067,PTHR24067:SF54	KOG0428	6.3.2.19	K10578		AT3G17000.1	UBC32	ubiquitin-conjugating enzyme 32
16812231	29889.t000050	29889.m003284	29889.m003284	PF03514	PTHR31636,PTHR31636:SF6					AT1G66350.1	RGL,RGL1	RGA-like 1
16812232	29889.t000051	29889.m003285	29889.m003285	PF03514	PTHR31636,PTHR31636:SF6					AT5G17490.1	RGL3	RGA-like protein 3
16812233	29889.t000052	29889.m003286	29889.m003286	PF04438,PF04795	PTHR21561,PTHR21561:SF12			K11666	GO:0031011,GO:0006355,GO:0006338	AT3G06660.1		PAPA-1-like family protein / zinc finger (HIT type) family protein
16812234	29889.t000053	29889.m003287	29889.m003287	PF04043	PTHR31707,PTHR31707:SF18		3.1.1.11		GO:0004857	AT3G36659.1		Plant invertase/pectin methylesterase inhibitor superfamily protein
16812235	29889.t000054	29889.m003288	29889.m003288	PF00582	PTHR31964,PTHR31964:SF23				GO:0006950	AT3G17020.1		Adenine nucleotide alpha hydrolases-like superfamily protein
16812236	29889.t000055	29889.m003289	29889.m003289	PF03140	PTHR31549,PTHR31549:SF12					AT3G50150.1		Plant protein of unknown function (DUF247)
16812237	29889.t000056	29889.m003290	29889.m003290	PF00171	PTHR11699,PTHR11699:SF25		1.2.1.3		GO:0055114,GO:0016491,GO:0008152	AT3G66658.2	ALDH22A1	aldehyde dehydrogenase 22A1
16812238	29889.t000057	29889.m003291	29889.m003291									
16812239	29889.t000058	29889.m003292	29889.m003292	PF00583	PTHR23091,PTHR23091:SF239		2.3.1.82		GO:0008080	AT2G23060.1		Acyl-CoA N-acyltransferases (NAT) superfamily protein
